SEQ,VARIABLE,DESCRIPTION,VINTAGE,UNIT,TYPE,AGGREGATION_TYPE,WEIGHT_FIELD,UNIVERSE,MEDIAN_UBOUND,NATIVE_GEO
693,LBFE4LBF,Population In Labor Force,2024,Persons,Numeric,Sum,,LBFE4POP16,,Block Group
694,LBFE4MALE,Civilian Labor Force: Male,2024,Persons,Numeric,Sum,,,,Block Group
695,LBFE4FEM,Civilian Labor Force: Female,2024,Persons,Numeric,Sum,,,,Block Group
696,AGRE4WNH,Population Age <18 White not hispanic,2024,Persons,Numeric,Sum,,,,Block Group
697,AGRE4BLACK,Population Age <18 Black,2024,Persons,Numeric,Sum,,,,Block Group
698,AGRE4ASIAN,Population Age <18 Asian,2024,Persons,Numeric,Sum,,,,Block Group
699,AGRE4OMNH,Population Age <18 Other not Hispanic,2024,Persons,Numeric,Sum,,,,Block Group
700,AGRE4HISP,Population Age <18 Hispanic,2024,Persons,Numeric,Sum,,,,Block Group
701,AGEE4F0004,Pop female < 5 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,4,Block Group
702,AGEE4F0509,Pop female 5-9 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,9,Block Group
703,AGEE4F1014,Pop female 10-14 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,14,Block Group
704,AGEE4F1519,Pop female 15-19 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,19,Block Group
705,AGEE4F2024,Pop female 20-24 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,24,Block Group
706,AGEE4F2529,Pop female 25-29 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,29,Block Group
707,AGEE4F3034,Pop female 30-34 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,34,Block Group
708,AGEE4F3539,Pop female 35-39 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,39,Block Group
709,AGEE4F4044,Pop female 40-44 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,44,Block Group
710,AGEE4F4549,Pop female 45-49 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,49,Block Group
711,AGEE4F5054,Pop female 50-54 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,54,Block Group
712,AGEE4F5559,Pop female 55-59 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,59,Block Group
713,AGEE4F6064,Pop female 60-64 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,64,Block Group
714,AGEE4F6569,Pop female 65-69 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,69,Block Group
715,AGEE4F7074,Pop female 70-74 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,74,Block Group
716,AGEE4F7579,Pop female 75-79 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,79,Block Group
717,AGEE4F8084,Pop female 80-84 yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,84,Block Group
718,AGEE4FGT85,Pop female 85+ yrs,2024,Persons,Numeric,Sum,,SE3E4FEM,100,Block Group
719,AGEE4M0004,Pop male < 5 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,4,Block Group
720,AGEE4M0509,Pop male 5-9 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,9,Block Group
721,AGEE4M1014,Pop male 10-14 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,14,Block Group
722,AGEE4M1519,Pop male 15-19 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,19,Block Group
723,AGEE4M2024,Pop male 20-24 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,24,Block Group
724,AGEE4M2529,Pop male 25-29 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,29,Block Group
725,AGEE4M3034,Pop male 30-34 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,34,Block Group
726,AGEE4M3539,Pop male 35-39 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,39,Block Group
727,AGEE4M4044,Pop male 40-44 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,44,Block Group
728,AGEE4M4549,Pop male 45-49 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,49,Block Group
729,AGEE4M5054,Pop male 50-54 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,54,Block Group
730,AGEE4M5559,Pop male 55-59 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,59,Block Group
731,AGEE4M6064,Pop male 60-64 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,64,Block Group
732,AGEE4M6569,Pop male 65-69 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,69,Block Group
733,AGEE4M7074,Pop male 70-74 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,74,Block Group
734,AGEE4M7579,Pop male 75-79 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,79,Block Group
735,AGEE4M8084,Pop male 80-84 yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,84,Block Group
736,AGEE4MGT85,Pop male 85+ yrs,2024,Persons,Numeric,Sum,,SE3E4MAL,100,Block Group
737,AGEE40004,Population age 0-4,2024,Persons,Numeric,Sum,,POPE4,4,Block Group
738,AGEE40509,Population age 5-9,2024,Persons,Numeric,Sum,,POPE4,9,Block Group
739,AGEE41014,Population age 10-14,2024,Persons,Numeric,Sum,,POPE4,14,Block Group
740,AGEE41519,Population age 15-19,2024,Persons,Numeric,Sum,,POPE4,19,Block Group
741,AGEE42024,Population age 20-24,2024,Persons,Numeric,Sum,,POPE4,24,Block Group
742,AGEE42529,Population age 25-29,2024,Persons,Numeric,Sum,,POPE4,29,Block Group
743,AGEE43034,Population age 30-34,2024,Persons,Numeric,Sum,,POPE4,34,Block Group
744,AGEE43539,Population age 35-39,2024,Persons,Numeric,Sum,,POPE4,39,Block Group
745,AGEE44044,Population age 40-44,2024,Persons,Numeric,Sum,,POPE4,44,Block Group
746,AGEE44549,Population age 45-49,2024,Persons,Numeric,Sum,,POPE4,49,Block Group
747,AGEE45054,Population age 50-54,2024,Persons,Numeric,Sum,,POPE4,54,Block Group
748,AGEE45559,Population age 55-59,2024,Persons,Numeric,Sum,,POPE4,59,Block Group
749,AGEE46064,Population age 60-64,2024,Persons,Numeric,Sum,,POPE4,64,Block Group
750,AGEE46569,Population age 65-69,2024,Persons,Numeric,Sum,,POPE4,69,Block Group
751,AGEE47074,Population age 70-74,2024,Persons,Numeric,Sum,,POPE4,74,Block Group
752,AGEE47579,Population age 75-79,2024,Persons,Numeric,Sum,,POPE4,79,Block Group
753,AGEE48084,Population age 80-84,2024,Persons,Numeric,Sum,,POPE4,84,Block Group
754,AGEE4GT85,Population age 85+,2024,Persons,Numeric,Sum,,POPE4,100,Block Group
755,ANX24NC1A,Population with Single Ancestry Specified,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
756,ANX24NC2A,Population with Multiple Ancestry Specified,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
757,ANX24NCNS,Population with Ancestry Unclassified or Not Reported,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
758,ANX24T001,Afghan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
759,ANX24T002,Albanian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
760,ANX24T003,Alsatian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
761,ANX24T004,American,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
762,ANX24T005,Arab: Egyptian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
763,ANX24T006,Arab: Iraqi,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
764,ANX24T007,Arab: Jordanian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
765,ANX24T008,Arab: Lebanese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
766,ANX24T009,Arab: Moroccan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
767,ANX24T010,Arab: Palestinian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
768,ANX24T011,Arab: Syrian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
769,ANX24T012,Arab,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
770,ANX24T013,Other Arab,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
771,ANX24T014,Armenian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
772,ANX24T015,Assyrian/Chaldean/Syriac,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
773,ANX24T016,Australian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
774,ANX24T017,Austrian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
775,ANX24T018,Basque,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
776,ANX24T019,Belgian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
777,ANX24T020,Brazilian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
778,ANX24T021,British,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
779,ANX24T022,Bulgarian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
780,ANX24T023,Cajun,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
781,ANX24T024,Canadian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
782,ANX24T025,Carpatho Rusyn,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
783,ANX24T026,Celtic,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
784,ANX24T027,Croatian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
785,ANX24T028,Cypriot,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
786,ANX24T029,Czech,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
787,ANX24T030,Czechoslovakian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
788,ANX24T031,Danish,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
789,ANX24T032,Dutch,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
790,ANX24T033,Eastern European,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
791,ANX24T034,English,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
792,ANX24T035,Estonian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
793,ANX24T036,European,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
794,ANX24T037,Finnish,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
795,ANX24T038,French (except Basque),2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
796,ANX24T039,French Canadian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
797,ANX24T040,German,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
798,ANX24T041,German Russian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
799,ANX24T042,Greek,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
800,ANX24T043,Guyanese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
801,ANX24T044,Hungarian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
802,ANX24T045,Icelander,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
803,ANX24T046,Iranian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
804,ANX24T047,Irish,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
805,ANX24T048,Israeli,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
806,ANX24T049,Italian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
807,ANX24T050,Latvian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
808,ANX24T051,Lithuanian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
809,ANX24T052,Luxemburger,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
810,ANX24T053,Macedonian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
811,ANX24T054,Maltese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
812,ANX24T055,New Zealander,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
813,ANX24T056,Northern European,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
814,ANX24T057,Norwegian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
815,ANX24T058,Pennsylvania German,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
816,ANX24T059,Polish,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
817,ANX24T060,Portuguese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
818,ANX24T061,Romanian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
819,ANX24T062,Russian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
820,ANX24T063,Scandinavian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
821,ANX24T064,Scotch-Irish,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
822,ANX24T065,Scottish,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
823,ANX24T066,Serbian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
824,ANX24T067,Slavic,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
825,ANX24T068,Slovak,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
826,ANX24T069,Slovene,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
827,ANX24T070,Soviet Union,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
828,ANX24T071,Subsaharan African: Cape Verdean,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
829,ANX24T072,Subsaharan African: Ethiopian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
830,ANX24T073,Subsaharan African: Ghanaian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
831,ANX24T074,Subsaharan African: Kenyan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
832,ANX24T075,Subsaharan African: Liberian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
833,ANX24T076,Subsaharan African: Nigerian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
834,ANX24T077,Subsaharan African: Senegalese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
835,ANX24T078,Subsaharan African: Sierra Leonean,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
836,ANX24T079,Subsaharan African: Somali,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
837,ANX24T080,Subsaharan African: South African,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
838,ANX24T081,Subsaharan African: Sudanese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
839,ANX24T082,Subsaharan African: Ugandan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
840,ANX24T083,Subsaharan African: Zimbabwean,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
841,ANX24T084,African,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
842,ANX24T085,Other Subsaharan African,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
843,ANX24T086,Swedish,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
844,ANX24T087,Swiss,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
845,ANX24T088,Turkish,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
846,ANX24T089,Ukrainian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
847,ANX24T090,Welsh,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
848,ANX24T091,West Indian: Bahamian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
849,ANX24T092,West Indian: Barbadian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
850,ANX24T093,West Indian: Belizean,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
851,ANX24T094,West Indian: Bermudan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
852,ANX24T095,West Indian: British West Indian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
853,ANX24T096,West Indian: Dutch West Indian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
854,ANX24T097,West Indian: Haitian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
855,ANX24T098,West Indian: Jamaican,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
856,ANX24T099,West Indian: Trinidadian and Tobagonian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
857,ANX24T100,West Indian: U.S. Virgin Islander,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
858,ANX24T101,West Indian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
859,ANX24T102,Other West Indian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
860,ANX24T103,Yugoslavian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
861,ANX24T104,Other groups,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
862,ANX24ICHK,Cherokee,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
863,ANX24ICHP,Chippewa,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
864,ANX24INAV,Navajo,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
865,ANX24ISIO,Sioux,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
866,ANX24ISPC,All specified other American Indian tribes,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
867,ANX24KNAT,Alaska Native tribes, specified,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
868,ANX24IOTH,American Indian or Alaska Native tribe, not specified,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
869,ANX24SIND,Asian Indian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
870,ANX24NDSH,Bangladeshi,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
871,ANX24HUTN,Bhutanese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
872,ANX24URMA,Burmese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
873,ANX24MBDA,Cambodian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
874,ANX24HINA,Chinese, except Taiwanese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
875,ANX24ILIP,Filipino,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
876,ANX24MONG,Hmong,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
877,ANX24NDON,Indonesian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
878,ANX24APAN,Japanese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
879,ANX24OREA,Korean,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
880,ANX24AOS,Laotian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
881,ANX24ALAY,Malaysian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
882,ANX24ONG,Mongolian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
883,ANX24EPAL,Nepalese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
884,ANX24KINW,Okinawan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
885,ANX24AKI,Pakistani,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
886,ANX24RILK,Sri Lankan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
887,ANX24AIWN,Taiwanese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
888,ANX24HAI,Thai,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
889,ANX24IET,Vietnamese,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
890,ANX24SOSP,Other Asian, specified,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
891,ANX24SOTH,Other Asian, not specified,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
892,ANX24STWO,Two or more Asian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
893,ANX24AWAI,Native Hawaiian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
894,ANX24AMOA,Samoan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
895,ANX24HAM,Chamorro (Guamanian),2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
896,ANX24THPI,Other Pacific Islander,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
897,ANX24EXCN,Mexican,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
898,ANX24RICO,Puerto Rican,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
899,ANX24UBAN,Cuban,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
900,ANX24MNCN,Dominican (Dominican Republic),2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
901,ANX24OSTA,Costa Rican,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
902,ANX24UATM,Guatemalan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
903,ANX24ONDU,Honduran,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
904,ANX24CRGA,Nicaraguan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
905,ANX24ANAM,Panamanian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
906,ANX24LVDN,Salvadoran,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
907,ANX24THCA,Other Central American,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
908,ANX24RGNT,Argentinean,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
909,ANX24OLIV,Bolivian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
910,ANX24HILE,Chilean,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
911,ANX24LMBA,Colombian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
912,ANX24CUAD,Ecuadorian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
913,ANX24ARAG,Paraguayan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
914,ANX24ERU,Peruvian,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
915,ANX24RUG,Uruguayan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
916,ANX24ENEZ,Venezuelan,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
917,ANX24THSA,Other South American,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
918,ANX24PAIN,Spaniard,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
919,ANX24PNSH,Spanish,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
920,ANX24PNAM,Spanish American,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
921,ANX24HSOTH,All other Hispanic or Latino,2024,Persons,Numeric,Sum,,ANX24OT,,Block Group
922,ANX24OT,Total Ancestry Specified,2024,Persons,Numeric,Sum,,,,Block Group
923,AGDE4FLT1,Female Population Age < 1 Year,2024,Persons,Numeric,Sum,,SE3E4FEM,1,Block Group
924,AGDE4F1,Female Population Age 1,2024,Persons,Numeric,Sum,,SE3E4FEM,2,Block Group
925,AGDE4F2,Female Population Age 2,2024,Persons,Numeric,Sum,,SE3E4FEM,3,Block Group
926,AGDE4F3,Female Population Age 3,2024,Persons,Numeric,Sum,,SE3E4FEM,4,Block Group
927,AGDE4F4,Female Population Age 4,2024,Persons,Numeric,Sum,,SE3E4FEM,5,Block Group
928,AGDE4F5,Female Population Age 5,2024,Persons,Numeric,Sum,,SE3E4FEM,6,Block Group
929,AGDE4F6,Female Population Age 6,2024,Persons,Numeric,Sum,,SE3E4FEM,7,Block Group
930,AGDE4F7,Female Population Age 7,2024,Persons,Numeric,Sum,,SE3E4FEM,8,Block Group
931,AGDE4F8,Female Population Age 8,2024,Persons,Numeric,Sum,,SE3E4FEM,9,Block Group
932,AGDE4F9,Female Population Age 9,2024,Persons,Numeric,Sum,,SE3E4FEM,10,Block Group
933,AGDE4F10,Female Population Age 10,2024,Persons,Numeric,Sum,,SE3E4FEM,11,Block Group
934,AGDE4F11,Female Population Age 11,2024,Persons,Numeric,Sum,,SE3E4FEM,12,Block Group
935,AGDE4F12,Female Population Age 12,2024,Persons,Numeric,Sum,,SE3E4FEM,13,Block Group
936,AGDE4F13,Female Population Age 13,2024,Persons,Numeric,Sum,,SE3E4FEM,14,Block Group
937,AGDE4F14,Female Population Age 14,2024,Persons,Numeric,Sum,,SE3E4FEM,15,Block Group
938,AGDE4F15,Female Population Age 15,2024,Persons,Numeric,Sum,,SE3E4FEM,16,Block Group
939,AGDE4F16,Female Population Age 16,2024,Persons,Numeric,Sum,,SE3E4FEM,17,Block Group
940,AGDE4F17,Female Population Age 17,2024,Persons,Numeric,Sum,,SE3E4FEM,18,Block Group
941,AGDE4F18,Female Population Age 18,2024,Persons,Numeric,Sum,,SE3E4FEM,19,Block Group
942,AGDE4F19,Female Population Age 19,2024,Persons,Numeric,Sum,,SE3E4FEM,20,Block Group
943,AGDE4F2024,Female Population Age 20-24,2024,Persons,Numeric,Sum,,SE3E4FEM,24,Block Group
944,AGDE4F2529,Female Population Age 25-29,2024,Persons,Numeric,Sum,,SE3E4FEM,29,Block Group
945,AGDE4F3034,Female Population Age 30-34,2024,Persons,Numeric,Sum,,SE3E4FEM,34,Block Group
946,AGDE4F3539,Female Population Age 35-39,2024,Persons,Numeric,Sum,,SE3E4FEM,39,Block Group
947,AGDE4F4044,Female Population Age 40-44,2024,Persons,Numeric,Sum,,SE3E4FEM,44,Block Group
948,AGDE4F4549,Female Population Age 45-49,2024,Persons,Numeric,Sum,,SE3E4FEM,49,Block Group
949,AGDE4F5054,Female Population Age 50-54,2024,Persons,Numeric,Sum,,SE3E4FEM,54,Block Group
950,AGDE4F5559,Female Population Age 55-59,2024,Persons,Numeric,Sum,,SE3E4FEM,59,Block Group
951,AGDE4F6064,Female Population Age 60-64,2024,Persons,Numeric,Sum,,SE3E4FEM,64,Block Group
952,AGDE4F6569,Female Population Age 65-69,2024,Persons,Numeric,Sum,,SE3E4FEM,69,Block Group
953,AGDE4F7074,Female Population Age 70-74,2024,Persons,Numeric,Sum,,SE3E4FEM,74,Block Group
954,AGDE4F7579,Female Population Age 75-79,2024,Persons,Numeric,Sum,,SE3E4FEM,79,Block Group
955,AGDE4F8084,Female Population Age 80-84,2024,Persons,Numeric,Sum,,SE3E4FEM,84,Block Group
956,AGDE4FGT85,Female Population Age >85,2024,Persons,Numeric,Sum,,SE3E4FEM,100,Block Group
957,AGDE4MLT1,Male Population Age < 1 Year,2024,Persons,Numeric,Sum,,SE3E4MAL,1,Block Group
958,AGDE4M1,Male Population Age 1,2024,Persons,Numeric,Sum,,SE3E4MAL,2,Block Group
959,AGDE4M2,Male Population Age 2,2024,Persons,Numeric,Sum,,SE3E4MAL,3,Block Group
960,AGDE4M3,Male Population Age 3,2024,Persons,Numeric,Sum,,SE3E4MAL,4,Block Group
961,AGDE4M4,Male Population Age 4,2024,Persons,Numeric,Sum,,SE3E4MAL,5,Block Group
962,AGDE4M5,Male Population Age 5,2024,Persons,Numeric,Sum,,SE3E4MAL,6,Block Group
963,AGDE4M6,Male Population Age 6,2024,Persons,Numeric,Sum,,SE3E4MAL,7,Block Group
964,AGDE4M7,Male Population Age 7,2024,Persons,Numeric,Sum,,SE3E4MAL,8,Block Group
965,AGDE4M8,Male Population Age 8,2024,Persons,Numeric,Sum,,SE3E4MAL,9,Block Group
966,AGDE4M9,Male Population Age 9,2024,Persons,Numeric,Sum,,SE3E4MAL,10,Block Group
967,AGDE4M10,Male Population Age 10,2024,Persons,Numeric,Sum,,SE3E4MAL,11,Block Group
968,AGDE4M11,Male Population Age 11,2024,Persons,Numeric,Sum,,SE3E4MAL,12,Block Group
969,AGDE4M12,Male Population Age 12,2024,Persons,Numeric,Sum,,SE3E4MAL,13,Block Group
970,AGDE4M13,Male Population Age 13,2024,Persons,Numeric,Sum,,SE3E4MAL,14,Block Group
971,AGDE4M14,Male Population Age 14,2024,Persons,Numeric,Sum,,SE3E4MAL,15,Block Group
972,AGDE4M15,Male Population Age 15,2024,Persons,Numeric,Sum,,SE3E4MAL,16,Block Group
973,AGDE4M16,Male Population Age 16,2024,Persons,Numeric,Sum,,SE3E4MAL,17,Block Group
